icd10_pcs_5char,approach,nhsn_category,intraperitoneal_proxy,source,rationale
0F154,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0F190,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0F194,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0F1D0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0F7D0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0F7G0,0,,0,default_zero_unmatched,unmatched_default_0
0F904,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0F990,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB00,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB04,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FB10,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB14,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FB20,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB40,0,CHOL,1,cdc_nhsn_primary,CHOL + approach 0 -> 1
0FB44,4,CHOL,1,cdc_nhsn_primary,CHOL + approach 4 -> 1
0FB47,7,,0,default_zero_unmatched,unmatched_default_0
0FB50,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB90,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FB94,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FBC0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FBD0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FBD4,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FBG0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FBG4,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FBGX,X,,0,default_zero_unmatched,unmatched_default_0
0FC17,7,,0,default_zero_unmatched,unmatched_default_0
0FD10,0,,0,default_zero_unmatched,unmatched_default_0
0FHG4,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FJ00,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0FJ04,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0FJ40,0,XLAP,1,cdc_nhsn_primary,XLAP + approach 0 -> 1
0FJ50,0,,0,default_zero_unmatched,unmatched_default_0
0FJ54,4,,0,default_zero_unmatched,unmatched_default_0
0FJ94,4,,0,default_zero_unmatched,unmatched_default_0
0FJG4,4,XLAP,1,cdc_nhsn_primary,XLAP + approach 4 -> 1
0FQ10,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FQ40,0,CHOL,1,cdc_nhsn_primary,CHOL + approach 0 -> 1
0FQ44,4,CHOL,1,cdc_nhsn_primary,CHOL + approach 4 -> 1
0FQ90,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FQG0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FQG4,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT00,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FT04,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT10,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FT14,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT20,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FT24,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT40,0,CHOL,1,cdc_nhsn_primary,CHOL + approach 0 -> 1
0FT44,4,CHOL,1,cdc_nhsn_primary,CHOL + approach 4 -> 1
0FT54,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT90,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FT94,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FT98,8,,0,default_zero_unmatched,unmatched_default_0
0FTG0,0,BILI,1,cdc_nhsn_primary,BILI + approach 0 -> 1
0FTG4,4,BILI,1,cdc_nhsn_primary,BILI + approach 4 -> 1
0FY00,0,LTP,1,cdc_nhsn_primary,LTP + approach 0 -> 1
0FY04,4,,0,default_zero_unmatched,unmatched_default_0
0FYG0,0,,1,expert_review_override,expert_review_override_1_open_pancreas_transplant
0G9KX,X,,0,default_zero_unmatched,unmatched_default_0
0GB24,4,,0,default_zero_unmatched,unmatched_default_0
0GB30,0,,0,default_zero_unmatched,unmatched_default_0
0GB34,4,,0,default_zero_unmatched,unmatched_default_0
0GBG0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GBJ0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GBK0,0,,0,default_zero_unmatched,unmatched_default_0
0GBK4,4,,0,default_zero_unmatched,unmatched_default_0
0GBR0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GQ00,0,CRAN,0,cdc_nhsn_primary,CRAN + approach 0 -> 0
0GQ0X,X,,0,default_zero_unmatched,unmatched_default_0
0GQG0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GQK0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GQKX,X,,0,default_zero_unmatched,unmatched_default_0
0GT20,0,,0,default_zero_unmatched,unmatched_default_0
0GT24,4,,0,default_zero_unmatched,unmatched_default_0
0GT30,0,,0,default_zero_unmatched,unmatched_default_0
0GT34,4,,0,default_zero_unmatched,unmatched_default_0
0GTG0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GTH0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GTK0,0,THYR,0,cdc_nhsn_primary,THYR + approach 0 -> 0
0GTK4,4,THYR,0,cdc_nhsn_primary,THYR + approach 4 -> 0
0H000,0,,0,default_zero_unmatched,unmatched_default_0
0H003,3,,0,default_zero_unmatched,unmatched_default_0
0H00X,X,,0,default_zero_unmatched,unmatched_default_0
0H0P0,0,,0,default_zero_unmatched,unmatched_default_0
0H0T0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0H0TX,X,,0,default_zero_unmatched,unmatched_default_0
0H0U0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0H0UX,X,,0,default_zero_unmatched,unmatched_default_0
0H0V0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0H0VX,X,,0,default_zero_unmatched,unmatched_default_0
0H0W0,0,,0,default_zero_unmatched,unmatched_default_0
0H0X0,0,,0,default_zero_unmatched,unmatched_default_0
0H100,0,,0,default_zero_unmatched,unmatched_default_0
0H10X,X,,0,default_zero_unmatched,unmatched_default_0
0H1T0,0,,0,default_zero_unmatched,unmatched_default_0
0H20X,X,,0,default_zero_unmatched,unmatched_default_0
0H300,0,,0,default_zero_unmatched,unmatched_default_0
0H304,4,,0,default_zero_unmatched,unmatched_default_0
0H600,0,,0,default_zero_unmatched,unmatched_default_0
0H60X,X,,0,default_zero_unmatched,unmatched_default_0
0H800,0,,0,default_zero_unmatched,unmatched_default_0
0H804,4,,0,default_zero_unmatched,unmatched_default_0
0H80X,X,,0,default_zero_unmatched,unmatched_default_0
0H8U0,0,,0,default_zero_unmatched,unmatched_default_0
0H900,0,,0,default_zero_unmatched,unmatched_default_0
0H907,7,,0,default_zero_unmatched,unmatched_default_0
0H90X,X,,0,default_zero_unmatched,unmatched_default_0
0H9T0,0,,0,default_zero_unmatched,unmatched_default_0
0HB00,0,,0,default_zero_unmatched,unmatched_default_0
0HB03,3,,0,default_zero_unmatched,unmatched_default_0
0HB04,4,,0,default_zero_unmatched,unmatched_default_0
0HB0X,X,,0,default_zero_unmatched,unmatched_default_0
0HB80,0,,0,default_zero_unmatched,unmatched_default_0
0HB84,4,,0,default_zero_unmatched,unmatched_default_0
0HB8X,X,,0,default_zero_unmatched,unmatched_default_0
0HB90,0,,0,default_zero_unmatched,unmatched_default_0
0HB9X,X,,0,default_zero_unmatched,unmatched_default_0
0HBQ0,0,,0,default_zero_unmatched,unmatched_default_0
0HBQX,X,,0,default_zero_unmatched,unmatched_default_0
0HBT0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HBTX,X,,0,default_zero_unmatched,unmatched_default_0
0HBU0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HBU4,4,,0,default_zero_unmatched,unmatched_default_0
0HBV0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HBW0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HBX0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HBY0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HC00,0,,0,default_zero_unmatched,unmatched_default_0
0HC04,4,,0,default_zero_unmatched,unmatched_default_0
0HC0X,X,,0,default_zero_unmatched,unmatched_default_0
0HCU0,0,,0,default_zero_unmatched,unmatched_default_0
0HD00,0,,0,default_zero_unmatched,unmatched_default_0
0HD03,3,,0,default_zero_unmatched,unmatched_default_0
0HD04,4,,0,default_zero_unmatched,unmatched_default_0
0HD07,7,,0,default_zero_unmatched,unmatched_default_0
0HD0X,X,,0,default_zero_unmatched,unmatched_default_0
0HG00,0,,0,default_zero_unmatched,unmatched_default_0
0HG07,7,,0,default_zero_unmatched,unmatched_default_0
0HH0X,X,,0,default_zero_unmatched,unmatched_default_0
0HHPX,X,,0,default_zero_unmatched,unmatched_default_0
0HHT0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HHU0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HHV0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HJ04,4,,0,default_zero_unmatched,unmatched_default_0
0HJ08,8,,0,default_zero_unmatched,unmatched_default_0
0HN00,0,,0,default_zero_unmatched,unmatched_default_0
0HN0X,X,,0,default_zero_unmatched,unmatched_default_0
0HP00,0,,0,default_zero_unmatched,unmatched_default_0
0HP0X,X,,0,default_zero_unmatched,unmatched_default_0
0HPPX,X,,0,default_zero_unmatched,unmatched_default_0
0HPT0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HPTX,X,,0,default_zero_unmatched,unmatched_default_0
0HPU0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HPUX,X,,0,default_zero_unmatched,unmatched_default_0
0HQ00,0,,0,default_zero_unmatched,unmatched_default_0
0HQ0X,X,,0,default_zero_unmatched,unmatched_default_0
0HQ7X,X,,0,default_zero_unmatched,unmatched_default_0
0HQ9X,X,,0,default_zero_unmatched,unmatched_default_0
0HQBX,X,,0,default_zero_unmatched,unmatched_default_0
0HQT0,0,,0,default_zero_unmatched,unmatched_default_0
0HQU0,0,,0,default_zero_unmatched,unmatched_default_0
0HQV0,0,,0,default_zero_unmatched,unmatched_default_0
0HQW0,0,,0,default_zero_unmatched,unmatched_default_0
0HQX0,0,,0,default_zero_unmatched,unmatched_default_0
0HR00,0,,0,default_zero_unmatched,unmatched_default_0
0HR07,7,,0,default_zero_unmatched,unmatched_default_0
0HR0X,X,,0,default_zero_unmatched,unmatched_default_0
0HR80,0,,0,default_zero_unmatched,unmatched_default_0
0HRT0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HRU0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HS00,0,,0,default_zero_unmatched,unmatched_default_0
0HST0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HSU0,0,BRST,0,cdc_nhsn_primary,BRST + approach 0 -> 0
0HSW0,0,,0,default_zero_unmatched,unmatched_default_0
0HSWX,X,,0,default_zero_unmatched,unmatched_default_0
0HT00,0,,0,default_zero_unmatched,unmatched_default_0
0HT04,4,,0,default_zero_unmatched,unmatched_default_0
0HT0X,X,,0,default_zero_unmatched,unmatched_default_0
0HT80,0,,0,default_zero_unmatched,unmatched_default_0
